source_type,turbidity_NTU,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,persons_with_symptoms,risk_percent
rooftop_rainwater,6.203,4.285,22.33,6.814,0.197,8,7.257,Monsoon,7.276,2,22.788
deep_borehole,7.05,17.017,24.618,8.106,0.358,5,39.065,Summer,7.448,2,17.036
canal,0.824,1.157,23.853,6.295,0.183,8,80.124,Monsoon,7.162,2,25.734
deep_borehole,3.556,5.367,26.063,5.792,0.635,1,89.662,Winter,7.353,2,22.795
shallow_well,4.34,5.587,30.523,7.44,0.277,8,20.895,Monsoon,7.975,1,26.85
community_tank,2.606,6.325,23.044,7.121,0.846,5,75.199,Summer,8.124,4,23.676
reservoir,1.726,19.758,25.952,8.301,0.561,7,134.446,Monsoon,7.461,1,41.567
spring,1.389,2.461,24.954,5.976,0.378,3,118.246,Summer,7.549,1,35.099
community_tank,3.664,1.086,23.602,6.693,0.893,3,10.257,Summer,7.712,1,14.048
piped_protected,4.934,9.618,25.151,8.166,0.828,9,22.123,Monsoon,6.958,0,18.722
rooftop_rainwater,0.63,1.91,30.459,6.909,0.82,7,39.294,Monsoon,7.928,1,24.819
piped_protected,9.465,0.779,24.793,4.482,0.728,11,22.252,Autumn,7.237,1,18.328
community_tank,7.652,5.563,24.792,9.437,0.614,6,14.776,Monsoon,7.252,3,20.617
piped_protected,7.309,2.48,23.864,6.874,0.367,4,155.69,Summer,6.616,2,48.304
pond,1.729,4.482,26.246,6.9,0.423,5,23.405,Summer,7.065,2,21.752
community_tank,6.038,3.007,22.0,10.791,0.647,8,24.277,Monsoon,7.128,5,22.722
spring,5.297,0.972,25.364,10.169,0.173,1,82.162,Winter,7.644,1,26.838
canal,9.825,8.218,26.337,8.425,0.828,2,19.065,Winter,7.876,1,16.33
spring,7.477,0.274,22.456,5.371,0.939,3,29.15,Summer,7.951,2,20.265
pond,5.758,33.925,29.794,9.063,0.098,11,11.52,Autumn,6.786,0,22.255
reservoir,8.508,4.175,29.684,4.343,0.022,5,94.668,Summer,7.623,0,43.255
canal,1.551,11.88,31.743,7.204,0.143,11,55.038,Autumn,7.637,0,31.072
pond,0.152,16.626,26.714,6.304,0.76,8,269.943,Monsoon,7.872,1,63.607
canal,6.902,3.273,26.247,5.948,0.108,5,41.319,Summer,7.803,2,22.487
reservoir,0.983,13.813,24.766,7.348,0.372,5,183.508,Summer,7.588,2,42.866
spring,1.154,17.863,25.205,7.92,0.063,6,38.645,Monsoon,6.923,1,25.362
reservoir,7.447,2.762,27.781,8.18,0.433,9,69.819,Monsoon,6.799,2,39.262
community_tank,2.705,48.921,25.052,6.878,0.604,9,70.495,Monsoon,7.391,0,22.506
open_catchment,6.286,0.209,24.548,6.685,0.629,9,80.135,Monsoon,6.957,2,27.108
river,9.174,2.446,26.677,8.281,0.519,12,66.374,Winter,7.349,4,25.699
river,3.165,15.142,23.121,8.318,0.938,11,52.31,Autumn,7.227,0,25.692
pond,2.171,2.158,29.741,7.207,0.531,11,49.073,Autumn,7.824,1,23.16
river,1.066,11.982,25.025,5.702,0.859,5,97.813,Summer,6.988,3,27.107
spring,1.305,19.347,27.294,4.464,0.993,6,33.228,Monsoon,7.07,4,26.478
deep_borehole,0.622,31.994,22.595,7.989,0.23,7,29.346,Monsoon,7.918,4,21.537
pond,0.876,6.429,24.87,8.459,0.266,3,19.425,Summer,7.141,2,20.021
canal,4.32,35.442,23.819,6.696,0.522,1,31.113,Winter,7.496,1,13.572
reservoir,3.209,5.304,23.945,7.56,0.182,2,76.173,Winter,7.964,0,22.829
reservoir,7.066,2.461,21.588,8.98,0.564,4,42.485,Summer,6.03,4,77.566
rooftop_rainwater,8.702,7.214,28.169,10.016,0.684,9,107.932,Monsoon,6.625,0,41.683
piped_protected,7.848,10.493,26.453,6.407,0.06,1,23.593,Winter,7.001,4,26.223
spring,5.306,6.124,20.744,6.869,0.681,6,27.956,Monsoon,7.611,3,22.563
canal,1.024,8.37,24.363,7.681,0.159,4,13.198,Summer,8.111,1,20.208
deep_borehole,7.098,5.386,24.347,5.178,0.299,6,74.414,Monsoon,7.327,3,32.461
rooftop_rainwater,3.628,7.439,26.197,3.784,0.739,2,5.641,Winter,6.86,2,24.789
river,0.857,30.49,24.565,4.998,0.164,2,138.318,Winter,8.221,5,38.861
deep_borehole,8.425,6.928,28.261,6.587,0.532,7,106.969,Monsoon,7.296,2,46.113
pond,3.382,2.919,27.892,5.914,0.589,5,164.403,Summer,7.033,0,44.648
reservoir,2.182,14.219,31.621,5.777,0.164,6,51.553,Monsoon,7.726,1,32.064
shallow_well,8.715,4.119,18.32,7.077,0.275,4,414.389,Summer,7.08,6,100.0
shallow_well,9.021,16.939,29.102,6.978,0.606,1,110.819,Winter,6.931,2,43.32
river,3.39,0.585,27.385,5.866,0.461,8,97.22,Monsoon,7.67,2,34.406
shallow_well,3.548,4.037,24.475,4.578,0.66,1,56.248,Winter,7.898,2,18.456
shallow_well,5.796,0.991,24.23,7.612,0.855,8,9.608,Monsoon,7.91,3,17.956
canal,7.334,0.892,24.735,8.581,0.135,11,36.554,Autumn,6.94,1,22.244
canal,0.631,10.741,25.744,6.072,0.071,1,26.199,Winter,7.374,1,20.968
piped_protected,5.933,4.867,23.377,6.423,0.667,10,30.837,Autumn,7.365,1,18.886
community_tank,9.528,20.517,20.189,8.219,0.771,10,34.021,Autumn,6.933,4,26.225
river,2.621,7.265,23.441,8.573,0.449,4,77.203,Summer,7.094,0,31.94
shallow_well,9.088,3.5,24.203,6.313,0.394,6,40.632,Monsoon,7.438,1,31.123
piped_protected,9.502,12.761,26.71,6.844,0.597,1,12.154,Winter,7.813,0,20.596
river,2.692,9.782,21.436,9.213,0.551,9,8.717,Monsoon,8.317,1,18.582
shallow_well,7.542,16.074,26.928,8.316,0.49,7,72.146,Monsoon,7.707,0,33.889
spring,2.388,10.317,21.386,5.29,0.819,1,15.675,Winter,7.374,5,16.038
reservoir,7.376,1.827,26.192,4.425,0.174,10,6.122,Autumn,7.763,3,21.61
open_catchment,7.974,11.096,26.657,6.584,0.681,2,37.973,Winter,7.692,2,24.25
spring,2.472,4.968,24.609,5.551,0.741,5,62.51,Summer,7.828,0,21.345
rooftop_rainwater,7.159,6.22,25.138,7.702,0.901,3,38.911,Summer,7.373,1,18.742
river,8.121,25.455,27.092,8.07,0.945,1,19.432,Winter,7.314,5,20.775
community_tank,3.586,4.462,23.254,7.384,0.508,5,210.415,Summer,7.716,1,49.208
rooftop_rainwater,1.677,9.466,25.926,5.791,0.434,8,11.303,Monsoon,7.661,2,20.396
piped_protected,0.92,4.517,23.948,5.094,0.504,12,57.24,Winter,7.45,2,20.299
piped_protected,5.754,0.995,29.65,7.992,0.733,1,62.592,Winter,7.457,5,22.096
shallow_well,9.781,6.043,26.63,8.243,0.017,6,46.166,Monsoon,8.198,1,34.718
rooftop_rainwater,8.23,9.09,21.867,8.661,0.174,1,56.994,Winter,6.944,2,33.562
reservoir,4.358,5.234,30.453,6.565,0.908,8,98.8,Monsoon,7.458,2,29.655
shallow_well,5.366,4.954,28.005,6.863,0.195,5,19.865,Summer,7.093,0,23.807
river,2.795,17.169,21.381,8.217,0.228,3,59.234,Summer,6.82,3,25.243
piped_protected,1.631,0.301,20.421,7.018,0.939,12,31.23,Winter,7.637,3,21.28
open_catchment,4.821,3.504,21.316,6.141,0.294,12,16.343,Winter,7.926,2,17.888
piped_protected,4.635,16.7,22.054,5.741,0.29,12,12.645,Winter,7.902,1,16.28
canal,5.219,25.324,25.454,8.078,0.924,8,27.019,Monsoon,7.892,0,25.925
deep_borehole,9.528,5.315,25.247,6.562,0.375,10,54.949,Autumn,7.413,2,27.004
community_tank,6.039,21.964,27.204,6.184,0.494,8,29.348,Monsoon,7.728,0,23.526
rooftop_rainwater,6.058,2.218,24.068,7.675,0.56,3,63.932,Summer,8.147,1,21.631
shallow_well,1.28,2.503,24.218,5.931,0.868,7,69.679,Monsoon,7.13,2,17.728
deep_borehole,9.965,18.72,25.338,6.133,0.078,1,30.201,Winter,7.697,3,27.545
deep_borehole,7.728,23.357,28.378,7.06,0.261,3,59.276,Summer,7.266,0,33.242
spring,8.772,2.521,19.322,6.3,0.587,7,380.617,Monsoon,7.64,1,100.0
pond,4.143,0.612,24.231,9.122,0.435,3,101.2,Summer,7.929,0,24.675
spring,5.021,0.947,28.956,7.8,0.278,11,6.711,Autumn,7.425,0,17.804
spring,5.221,3.03,25.203,7.19,0.41,7,233.887,Monsoon,7.029,1,63.253
community_tank,1.941,14.332,24.115,9.107,0.966,3,74.478,Summer,8.118,2,23.37
canal,6.895,7.133,22.556,7.12,0.021,3,15.572,Summer,7.864,3,22.349
piped_protected,9.03,6.081,27.708,8.623,0.147,2,22.625,Winter,7.446,1,26.86
spring,1.637,8.774,23.556,5.508,0.019,5,122.63,Summer,7.726,3,45.392
river,0.863,22.093,23.532,6.052,0.593,11,63.982,Autumn,7.079,1,25.104
piped_protected,7.382,0.948,29.091,5.563,0.013,1,71.594,Winter,7.721,1,34.254
canal,2.732,11.865,21.859,7.757,0.454,11,15.072,Autumn,6.874,3,19.256
shallow_well,6.239,26.144,29.894,4.683,0.859,12,29.138,Winter,7.395,3,20.954
pond,6.958,2.4,25.507,7.476,0.097,4,23.229,Summer,7.25,3,21.059
piped_protected,3.219,18.188,25.074,6.259,0.365,12,81.047,Winter,7.469,0,25.946
rooftop_rainwater,8.151,11.974,25.856,7.196,0.378,12,38.948,Winter,8.349,2,27.458
community_tank,5.5,0.146,25.062,6.971,0.362,11,40.905,Autumn,8.885,0,78.257
deep_borehole,8.69,2.635,23.416,7.833,0.727,4,42.034,Summer,7.586,5,26.71
reservoir,7.633,9.31,26.033,10.354,0.004,10,27.0,Autumn,7.815,0,26.332
shallow_well,8.686,6.98,23.53,10.029,0.78,3,10.907,Summer,7.359,2,12.052
canal,0.202,7.506,26.284,8.225,0.839,5,77.528,Summer,7.756,5,19.572
spring,2.435,2.639,31.938,6.485,0.431,4,61.093,Summer,7.543,3,25.424
river,0.9,11.239,26.98,7.283,0.887,8,34.512,Monsoon,7.266,2,19.063
river,4.421,3.098,24.434,6.404,0.381,11,35.326,Autumn,7.141,1,14.923
pond,8.9,4.934,25.767,5.896,0.695,8,25.079,Monsoon,7.777,0,28.887
canal,4.675,4.603,24.04,4.071,0.389,10,101.349,Autumn,7.69,2,32.855
shallow_well,8.497,11.148,24.449,6.658,0.038,1,45.713,Winter,7.588,2,28.529
rooftop_rainwater,3.272,0.946,24.665,7.414,0.083,8,20.279,Monsoon,7.783,0,21.847
deep_borehole,3.396,2.301,26.426,7.917,0.442,11,48.672,Autumn,7.489,2,19.865
spring,8.956,2.238,27.72,7.169,0.99,9,14.433,Monsoon,7.79,1,19.546
reservoir,4.258,1.148,31.328,5.959,0.178,4,26.775,Summer,7.423,3,23.246
community_tank,7.898,2.327,26.945,6.253,0.896,11,43.986,Autumn,8.032,1,25.574
open_catchment,2.366,9.341,21.709,8.385,0.919,8,56.236,Monsoon,7.181,3,26.997
open_catchment,9.488,13.174,21.157,4.436,0.41,12,19.87,Winter,6.769,1,33.039
spring,5.746,10.797,24.799,6.236,0.462,9,23.817,Monsoon,7.302,1,25.149
shallow_well,7.593,6.447,28.001,7.035,0.503,2,37.357,Winter,7.239,1,23.91
spring,0.895,0.539,24.376,6.385,0.77,11,12.546,Autumn,7.88,2,10.846
canal,4.927,31.944,24.423,4.723,0.124,9,14.286,Monsoon,6.869,2,25.666
open_catchment,9.01,1.84,27.7,8.402,0.329,6,27.515,Monsoon,7.267,2,23.996
pond,8.77,11.039,24.92,8.746,0.171,9,11.554,Monsoon,7.203,5,27.416
canal,0.468,24.406,28.103,5.519,0.878,11,30.582,Autumn,7.704,2,19.917
open_catchment,3.037,11.966,20.486,2.188,0.071,11,42.29,Autumn,7.404,3,36.701
rooftop_rainwater,4.433,2.46,26.43,10.0,0.748,8,12.049,Monsoon,7.241,3,20.493
reservoir,1.723,3.795,19.671,6.376,0.44,4,39.413,Summer,7.776,7,23.721
deep_borehole,7.3,0.307,25.8,5.541,0.715,11,7.51,Autumn,7.32,1,21.108
river,1.845,9.487,27.702,6.833,0.89,7,34.827,Monsoon,7.626,0,18.914
canal,3.466,9.493,20.116,7.481,0.34,3,33.837,Summer,7.379,1,23.534
river,6.633,12.928,18.114,6.057,0.227,1,31.777,Winter,7.202,3,33.572
river,4.821,0.111,27.553,7.195,0.65,4,144.357,Summer,7.117,2,40.081
open_catchment,7.386,17.029,26.348,6.821,0.998,4,125.294,Summer,7.022,2,32.338
canal,9.612,13.421,21.704,5.969,0.73,5,10.175,Summer,7.338,2,17.871
deep_borehole,1.165,1.519,25.733,4.55,0.796,4,48.153,Summer,8.052,3,16.6
rooftop_rainwater,7.096,4.271,23.376,8.998,0.63,9,20.095,Monsoon,8.329,0,17.161
piped_protected,2.303,10.176,24.463,7.847,0.368,5,79.888,Summer,7.452,2,25.594
pond,4.145,6.848,24.195,5.848,0.655,5,23.405,Summer,8.008,1,12.009
river,0.329,1.223,21.008,7.609,0.129,8,67.057,Monsoon,6.777,1,36.979
deep_borehole,1.359,0.914,27.703,5.696,0.489,7,52.171,Monsoon,7.356,2,28.657
community_tank,3.198,15.208,21.823,6.943,0.573,12,25.367,Winter,6.722,1,19.897
community_tank,3.42,1.696,25.278,7.89,0.907,2,26.314,Winter,7.343,3,18.065
piped_protected,8.996,1.889,26.956,7.696,0.92,1,55.814,Winter,7.3,4,26.103
piped_protected,7.418,17.774,22.51,6.39,0.06,1,44.958,Winter,7.42,2,29.354
piped_protected,9.722,9.471,24.175,8.224,0.632,1,10.69,Winter,7.537,4,22.184
reservoir,5.991,9.281,23.474,7.016,0.796,10,236.915,Autumn,7.703,1,54.048
pond,2.417,6.527,30.173,6.209,0.536,6,67.686,Monsoon,7.679,1,26.74
pond,3.277,8.416,27.745,9.513,0.096,5,43.759,Summer,7.388,4,27.394
rooftop_rainwater,3.198,9.207,27.28,5.314,0.233,9,74.84,Monsoon,7.298,3,29.239
river,3.265,34.366,31.631,7.6,0.314,6,12.243,Monsoon,7.71,3,27.071
shallow_well,6.73,2.523,26.056,9.125,0.663,10,10.867,Autumn,7.406,3,17.515
reservoir,5.308,2.415,23.992,4.447,0.066,10,8.442,Autumn,7.863,1,18.333
community_tank,3.854,0.589,20.681,9.455,0.55,12,5.392,Winter,6.967,1,17.221
open_catchment,1.491,10.735,22.901,9.535,0.109,12,41.837,Winter,7.451,4,25.182
open_catchment,0.221,7.964,25.478,6.297,0.395,5,25.314,Summer,7.468,3,17.341
piped_protected,2.188,1.179,27.794,7.434,0.426,7,44.112,Monsoon,6.94,2,21.995
spring,1.075,4.534,23.038,5.895,0.452,5,33.508,Summer,7.646,0,19.308
community_tank,7.854,1.968,29.751,5.762,0.711,1,116.16,Winter,7.075,3,42.698
shallow_well,1.125,4.027,20.381,5.302,0.081,9,34.381,Monsoon,7.452,4,26.002
reservoir,7.242,30.213,23.874,9.541,0.268,4,7.863,Summer,7.815,3,19.457
shallow_well,3.857,11.499,26.211,6.652,0.641,5,20.201,Summer,7.174,2,14.853
open_catchment,0.734,0.076,25.394,4.921,0.944,4,398.997,Summer,7.867,1,68.826
spring,8.127,2.91,26.43,8.558,0.621,6,14.94,Monsoon,6.945,2,24.209
shallow_well,5.796,0.104,25.386,8.01,0.883,9,61.821,Monsoon,7.055,0,24.638
community_tank,2.358,12.548,26.945,7.564,0.968,1,107.149,Winter,6.671,3,31.07
river,8.947,6.338,24.268,6.012,0.884,4,48.599,Summer,7.564,0,21.082
deep_borehole,0.453,51.191,24.098,6.395,0.972,10,9.18,Autumn,7.999,3,15.273
spring,2.018,13.227,22.525,10.109,0.777,3,32.281,Summer,8.01,6,19.698
shallow_well,7.52,7.296,31.521,7.578,0.887,3,7.689,Summer,6.709,1,28.536
spring,7.094,16.332,24.765,6.207,0.491,12,84.026,Winter,7.326,2,32.26
spring,2.893,12.201,26.307,8.115,0.345,8,36.744,Monsoon,7.079,2,21.031
river,0.62,2.794,24.366,8.266,1.0,8,226.847,Monsoon,8.076,0,50.893
community_tank,8.581,7.556,29.776,9.72,0.098,7,65.041,Monsoon,7.917,1,33.258
reservoir,3.137,8.119,24.966,7.098,0.958,10,3.386,Autumn,6.605,3,16.801
open_catchment,1.957,6.001,25.982,8.099,0.431,12,24.978,Winter,6.793,2,21.455
river,5.161,1.975,22.383,7.797,0.022,5,5.591,Summer,8.429,3,20.321
shallow_well,9.102,2.528,30.281,5.928,0.803,2,159.631,Winter,7.298,2,51.237
piped_protected,0.435,3.3,25.651,4.951,0.444,5,10.319,Summer,7.347,0,15.069
river,7.658,0.103,30.391,7.932,0.799,4,91.066,Summer,7.078,1,38.707
piped_protected,5.725,24.882,23.198,8.039,0.045,8,77.6,Monsoon,7.439,0,37.07
canal,4.254,11.587,23.674,3.352,0.974,6,19.79,Monsoon,7.303,2,22.577
open_catchment,7.441,11.699,23.419,7.795,0.671,1,117.774,Winter,7.292,2,40.553
community_tank,9.658,8.494,24.149,6.881,0.048,5,41.23,Summer,7.915,4,36.382
deep_borehole,2.292,11.69,27.012,7.653,0.005,8,404.091,Monsoon,8.342,1,100.0
spring,1.436,40.098,18.855,6.278,0.594,1,9.257,Winter,7.622,0,22.262
piped_protected,9.129,4.864,24.855,9.182,0.976,1,134.56,Winter,7.7,1,41.262
deep_borehole,6.69,12.466,22.658,8.545,0.524,12,66.529,Winter,7.95,2,27.856
deep_borehole,4.38,4.456,22.336,4.916,0.354,12,15.757,Winter,6.688,1,23.883
piped_protected,5.733,19.261,26.405,5.531,0.939,3,149.745,Summer,7.843,0,29.54
deep_borehole,7.456,19.521,25.9,7.09,0.984,1,17.177,Winter,7.311,1,13.191
spring,7.73,23.255,27.589,6.072,0.784,6,151.043,Monsoon,7.112,4,54.383
reservoir,9.199,0.055,26.162,8.622,0.718,5,12.7,Summer,7.315,4,21.596
rooftop_rainwater,4.268,3.541,25.539,5.482,0.002,12,52.638,Winter,7.791,1,24.515
canal,2.934,1.438,23.324,8.609,0.314,5,42.659,Summer,7.375,0,21.364
piped_protected,6.397,6.051,22.219,3.359,0.925,3,296.34,Summer,7.907,1,80.95
spring,4.157,6.841,26.797,6.393,0.368,2,35.631,Winter,7.618,1,24.879
open_catchment,5.946,2.956,24.232,9.083,0.335,1,6.997,Winter,9.155,1,83.186
piped_protected,4.2,12.854,26.198,6.914,0.537,2,27.404,Winter,6.999,4,14.68
reservoir,1.53,3.144,24.986,7.042,0.448,10,10.443,Autumn,7.37,2,8.521
spring,4.694,19.234,18.869,8.167,0.859,9,266.361,Monsoon,6.748,3,68.71
spring,6.909,1.956,26.451,7.791,0.082,10,32.039,Autumn,7.376,3,26.93
river,7.993,4.577,23.122,6.832,0.659,5,14.665,Summer,7.136,0,23.385
rooftop_rainwater,4.933,9.735,27.593,8.977,0.697,12,24.387,Winter,7.982,2,20.747
reservoir,1.652,9.297,19.423,7.194,0.88,11,236.239,Autumn,6.734,1,54.672
piped_protected,4.147,0.812,30.697,7.814,0.416,8,198.909,Monsoon,8.06,1,61.452
community_tank,7.863,18.725,23.212,8.418,0.295,3,64.615,Summer,8.331,2,32.187
spring,4.129,9.115,26.414,3.356,0.627,5,14.391,Summer,7.885,0,27.044
canal,6.965,20.391,22.862,5.921,0.725,12,36.808,Winter,7.563,3,23.989
river,5.072,20.222,23.27,6.115,0.171,7,13.843,Monsoon,7.703,2,23.306
spring,2.412,7.895,27.056,7.988,0.158,12,66.225,Winter,7.735,0,24.574
piped_protected,7.962,24.167,24.394,9.615,0.264,2,13.581,Winter,6.957,1,24.354
shallow_well,0.842,18.866,24.602,4.201,0.248,3,108.462,Summer,7.811,3,36.253
spring,5.249,31.73,27.548,6.376,0.751,3,17.486,Summer,8.447,3,16.98
pond,2.089,19.004,25.567,8.641,0.531,11,38.454,Autumn,7.846,1,22.868
shallow_well,0.671,17.215,26.345,4.39,0.548,9,53.846,Monsoon,6.992,1,31.171
spring,5.029,6.337,23.126,7.575,0.015,11,29.583,Autumn,6.788,0,19.44
deep_borehole,4.996,2.383,27.0,7.683,0.994,1,88.518,Winter,8.206,0,22.522
reservoir,7.069,24.159,25.335,7.806,0.83,9,38.2,Monsoon,7.867,4,24.608
spring,7.448,12.821,26.291,5.314,0.444,1,32.519,Winter,7.57,3,22.183
open_catchment,7.278,3.309,26.091,6.939,0.067,12,44.568,Winter,7.518,4,24.784
deep_borehole,4.096,4.17,28.389,5.197,0.694,10,47.28,Autumn,7.397,1,24.805
piped_protected,6.317,11.586,26.514,8.661,0.535,7,72.203,Monsoon,7.145,2,31.87
canal,5.769,6.497,21.52,5.404,0.678,12,3.856,Winter,7.628,4,15.364
shallow_well,4.216,0.85,23.217,7.056,0.678,11,103.738,Autumn,9.394,2,79.367
community_tank,5.972,1.525,25.679,10.136,0.155,4,19.977,Summer,7.772,1,23.903
river,9.472,13.69,26.195,8.692,0.329,10,8.45,Autumn,8.149,2,26.117
canal,1.929,3.983,21.025,4.347,0.018,8,10.414,Monsoon,7.163,5,28.867
deep_borehole,9.058,7.086,22.023,6.544,0.982,1,147.086,Winter,7.5,2,45.611
river,0.535,14.551,28.281,7.099,0.806,1,67.281,Winter,6.851,2,23.933
shallow_well,3.084,13.91,30.897,6.715,0.929,6,4.633,Monsoon,7.442,2,19.483
community_tank,2.881,1.827,20.037,7.582,0.044,5,40.843,Summer,7.427,0,26.561
pond,6.264,1.036,25.775,7.923,0.5,5,22.041,Summer,7.58,6,19.156
pond,1.312,8.944,25.144,9.75,0.747,2,33.663,Winter,8.057,1,23.695
reservoir,8.823,13.534,28.034,6.299,0.104,2,5.66,Winter,7.402,1,25.712
community_tank,8.286,1.614,26.489,8.115,0.777,4,57.977,Summer,6.772,0,25.494
river,6.521,4.651,27.487,6.727,0.648,2,61.535,Winter,8.029,2,25.616
piped_protected,4.584,20.424,18.158,9.353,0.985,4,30.503,Summer,7.218,1,26.056
river,9.33,28.864,24.979,7.587,0.141,5,33.417,Summer,7.308,2,30.537
reservoir,8.307,6.053,22.281,7.061,0.629,4,14.885,Summer,7.94,4,14.524
spring,4.993,0.829,22.358,6.608,0.947,6,27.259,Monsoon,7.892,4,22.438
river,7.019,2.98,21.322,5.695,0.744,12,124.627,Winter,6.762,2,39.141
piped_protected,5.669,2.652,25.685,8.3,0.336,3,28.003,Summer,7.789,2,17.248
canal,5.879,2.731,26.0,5.769,0.119,2,98.44,Winter,7.109,2,33.302
shallow_well,3.31,6.81,26.893,4.201,0.964,1,20.592,Winter,7.896,2,15.763
river,4.621,8.752,23.791,5.559,0.072,5,44.214,Summer,7.417,3,19.319
shallow_well,0.781,1.307,29.152,7.229,0.975,4,44.398,Summer,7.493,4,22.585
deep_borehole,3.573,22.014,22.204,5.167,0.304,9,26.539,Monsoon,7.736,6,19.776
pond,6.958,9.675,20.702,5.792,0.86,10,162.769,Autumn,7.457,3,52.289
pond,9.532,9.094,25.656,4.164,0.554,1,56.239,Winter,8.053,3,31.659
piped_protected,9.631,43.645,22.946,5.759,0.913,9,91.795,Monsoon,6.717,5,37.221
deep_borehole,5.557,9.892,26.595,9.568,0.427,8,15.697,Monsoon,7.574,3,20.381
pond,6.066,26.445,23.027,6.05,0.85,10,194.028,Autumn,7.321,0,52.828
reservoir,1.857,3.372,23.263,6.838,0.238,12,27.347,Winter,6.983,0,17.726
piped_protected,6.953,2.746,23.02,10.362,0.467,12,87.745,Winter,7.532,2,30.159
river,0.707,7.267,22.804,7.497,0.846,11,23.296,Autumn,9.107,1,77.69
deep_borehole,2.847,7.105,24.994,7.438,0.118,4,15.684,Summer,7.731,0,17.053
reservoir,6.684,2.568,25.718,5.568,0.729,11,154.859,Autumn,7.689,2,46.641
spring,3.103,12.028,22.799,7.34,0.437,2,20.517,Winter,6.727,1,10.347
spring,0.498,0.301,21.488,9.598,0.513,3,46.427,Summer,7.489,2,23.209
spring,8.319,11.732,26.496,5.187,0.579,10,18.865,Autumn,7.755,0,21.855
canal,3.103,6.11,26.164,6.721,0.276,9,5.025,Monsoon,7.635,1,17.525
spring,0.631,11.68,27.144,5.239,0.096,10,41.265,Autumn,7.388,4,22.684
deep_borehole,0.748,6.483,21.87,9.425,0.019,2,175.36,Winter,8.371,2,46.044
open_catchment,2.518,37.869,22.52,5.23,0.431,8,15.711,Monsoon,6.873,3,22.706
pond,1.78,4.075,27.47,5.944,0.269,10,18.139,Autumn,7.757,3,25.674
spring,7.743,40.497,27.688,5.261,0.633,1,42.57,Winter,8.784,2,77.624
deep_borehole,3.217,0.672,23.773,4.926,0.716,4,48.557,Summer,7.616,2,19.761
reservoir,8.047,11.513,22.142,7.138,0.504,3,20.225,Summer,8.095,3,22.001
rooftop_rainwater,1.738,6.055,22.895,6.475,0.619,10,9.753,Autumn,7.369,2,18.445
reservoir,4.929,17.267,22.104,7.526,0.561,2,55.383,Winter,7.567,1,21.209
river,6.88,15.588,27.394,7.932,0.005,3,20.318,Summer,7.014,4,22.02
reservoir,6.52,16.105,27.139,4.478,0.842,3,86.318,Summer,7.147,2,33.337
canal,6.011,0.995,25.244,7.453,0.06,9,14.633,Monsoon,7.259,3,26.89
shallow_well,9.248,17.28,22.967,5.631,0.41,3,23.917,Summer,6.808,2,26.752
piped_protected,2.285,2.408,22.357,7.216,0.111,9,14.414,Monsoon,8.011,3,22.909
rooftop_rainwater,4.937,0.26,23.153,7.501,0.662,4,35.376,Summer,7.041,1,18.776
reservoir,8.84,2.456,22.334,6.612,0.326,1,16.403,Winter,7.67,0,23.985
rooftop_rainwater,0.779,6.526,25.68,8.975,0.071,8,65.4,Monsoon,7.903,1,32.239
canal,0.559,13.552,27.287,4.851,0.045,10,30.633,Autumn,7.658,0,20.769
piped_protected,2.333,2.467,27.382,5.311,0.237,5,45.943,Summer,7.244,1,30.534
canal,6.33,1.199,22.347,7.366,0.667,2,43.859,Winter,6.951,6,18.65
spring,2.599,10.384,23.207,10.168,0.718,9,13.093,Monsoon,6.892,7,12.809
shallow_well,1.902,41.288,23.34,5.588,0.128,7,200.183,Monsoon,7.87,2,59.816
piped_protected,4.588,9.185,28.057,6.902,0.139,6,128.827,Monsoon,6.727,1,35.758
deep_borehole,6.136,11.746,20.997,8.786,0.593,2,16.508,Winter,8.09,1,19.612
reservoir,2.486,8.236,24.991,8.374,0.957,6,9.014,Monsoon,7.763,5,12.191
reservoir,3.007,15.249,22.375,7.923,0.553,12,30.599,Winter,7.764,4,22.703
pond,6.136,37.216,24.425,5.921,0.712,7,14.719,Monsoon,7.397,0,25.027
canal,9.457,7.855,27.082,6.962,0.575,12,24.65,Winter,7.48,3,20.167
shallow_well,6.747,5.392,24.031,7.044,0.105,5,25.802,Summer,7.374,3,25.941
river,7.829,19.686,22.74,8.565,0.946,5,7.784,Summer,7.171,2,14.722
open_catchment,3.668,34.975,27.243,6.801,0.072,12,11.356,Winter,7.211,2,19.671
river,2.723,1.383,25.39,9.034,0.76,4,9.904,Summer,7.288,6,15.955
open_catchment,4.543,8.632,26.447,6.918,0.979,10,70.264,Autumn,7.892,2,25.989
community_tank,8.071,15.724,25.794,7.209,0.319,12,23.455,Winter,7.364,3,22.365
deep_borehole,4.563,7.622,21.356,6.808,0.172,1,81.352,Winter,7.017,3,32.941
community_tank,8.467,5.263,28.915,6.734,0.566,10,8.222,Autumn,7.143,1,27.91
canal,9.888,10.649,24.403,6.893,0.795,7,45.989,Monsoon,7.622,2,30.976
canal,0.72,3.149,27.527,7.052,0.949,3,50.826,Summer,7.186,3,24.06
reservoir,0.454,4.295,23.95,4.568,0.694,5,41.359,Summer,7.178,1,20.371
open_catchment,1.496,48.635,26.697,6.58,0.336,8,68.287,Monsoon,7.06,4,30.929
